会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
コムシスホールディングス,1721,建設業,プライム（内国株式）,JP,2025-03-31,東京都,614528253952.0,1.6098126,20.97125,19.64656,14.712759420207584,0.4446,0.022111664,269.92,252.87,228.1500001857412,614631000000.0,45998000000.0,0.09116,30076000000.0,0.053319998,0.08924,0.694975265410483,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,190881700000.0,0.3106150104123764
日本電技,1723,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,182117089280.0,4.1105247,,23.52917,9.47294250376683,0.2923,0.011725847,485.78,,292.86813436729824,43061000000.0,9123000000.0,0.33678,6414000000.0,0.0,,0.7467760844079718,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,29972400000.0,0.1645776358412925
シンクレイヤ,1724,建設業,スタンダード（内国株式）,JP,2024-12-31,愛知県,3170686720.0,0.5245036,,6.7292047,6.423412402562518,0.2872,0.0,104.47,,93.31985044685769,11711000000.0,653000000.0,0.04753,547000000.0,0.02307,0.03918,0.5412262156448203,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,2706300000.0,0.8535374948679887
ビーアールホールディングス,1726,建設業,プライム（内国株式）,JP,2025-03-31,広島県,23949219840.0,1.5624492,13.921053,20.967104,11.86944779395623,0.6141,0.029300567,25.23,38.0,29.58000007214634,40770000000.0,1953000000.0,0.08604,1268000000.0,0.03246,0.080340005,0.3592635871509312,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,8092200000.0,0.3378899210104708
オーテック,1736,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,38534529024.0,1.5566164,,10.672445,13.286554181277296,0.3676,0.06695549,233.03,,90.41442394980992,31424058000.0,4024530000.0,0.13858,2874139000.0,0.10479999,0.15039,0.6454460518491489,11768793000.0,10047304000.0,21555712000.0,2050443000.0,8733738000.0,6297294000.0,14195024800.0,0.3683715659573543
ハンモック,173A,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,6052481536.0,2.1118224,,10.298433,,0.2147,0.0,139.73,,,4707880000.0,791514000.0,0.19815001,618078000.0,0.12345,,0.444278432076197,3409957000.0,2259606000.0,3885001000.0,2635000.0,3165984000.0,673898000.0,946772600.0,0.1564271769139024
太洋基礎工業,1758,建設業,スタンダード（内国株式）,JP,2025-01-31,愛知県,5237509120.0,0.5692826,,13.245167,17.605031656351922,0.2524,0.0,198.11,,107.96441358624486,13482097000.0,170141000.0,0.0219,229764000.0,0.03435,0.055219997,0.7668376082311433,2688513000.0,2244380000.0,7604047000.0,139239000.0,3272716000.0,1665743000.0,6081554100.0,1.161153892176898
Ｗｉｌｌ　Ｓｍａｒｔ,175A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,1194370816.0,6.0092506,,43.28358,,0.0,0.0,18.76,,,1085861000.0,36125000.0,-0.38311002,27104000.0,-0.07255,,0.624429691222611,246705000.0,236680000.0,481911000.0,156882000.0,108053000.0,,235206000.0,0.1969287903297195
高松コンストラクショングループ,1762,建設業,プライム（内国株式）,JP,2025-03-31,大阪府,136488394752.0,0.96623474,14.366868,13.105985,10.26323263476882,0.2875,0.019815668,299.1,272.85,263.2259176288127,346685000000.0,11461000000.0,0.044949997,6452000000.0,0.02878,0.07567,0.5105348039670035,131970000000.0,111695000000.0,203327000000.0,30000000000.0,35723000000.0,7518000000.0,76619600000.0,0.561363478112686
工藤建設,1764,建設業,スタンダード（内国株式）,JP,2024-06-30,神奈川県,4150255104.0,0.73535186,,10.857922,21.81818965614376,0.38,0.03661972,308.07,,108.19904458598728,20521368000.0,471904000.0,0.04381,206760000.0,0.02394,,0.3127939481953747,10671251000.0,6583260000.0,7360307000.0,6223076000.0,4417757000.0,289480000.0,-3108308000.0,-0.7489438413085077
東建コーポレーション,1766,建設業,プライム（内国株式）,JP,2025-04-30,愛知県,199502725120.0,1.4536421,17.812988,11.862415,15.867642635972924,0.2637,0.021810971,1251.01,833.1,665.2099933984807,366639000000.0,22261000000.0,0.0545,15778000000.0,0.044899996,0.1283,0.5849262889055072,94912000000.0,66559000000.0,150464000000.0,,136576000000.0,,55552000000.0,0.2784523367617446
ソネック,1768,建設業,スタンダード（内国株式）,JP,2025-03-31,兵庫県,11834695680.0,1.1891776,,12.255087,45.34768886254725,0.22700001,0.017931858,132.19,,19.841981972436983,15196595000.0,658750000.0,0.08139,500854000.0,0.056999996,0.12292,0.7024182735713557,3837927000.0,3616080000.0,10295010000.0,,1311396000.0,762206000.0,6990627200.0,0.5906892233666629
藤田エンジニアリング,1770,建設業,スタンダード（内国株式）,JP,2025-03-31,,16806804480.0,0.85313964,,12.886417,7.938668239574756,0.4576,0.01979638,142.01,,173.81035612846844,32646679000.0,2951713000.0,0.084300004,1787461000.0,0.0463,0.06797,0.6266728835141583,11309581000.0,9585076000.0,20575867000.0,566149000.0,6093482000.0,5750729000.0,13291796300.0,0.7908580310919402
三井住建道路,1776,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,14902646784.0,1.113968,,55.255974,17.9492573354513,1.3657001,0.023880597,29.3,,64.01429383564161,30157000000.0,225000000.0,0.0535,167000000.0,0.00786,0.01777,0.5521889635512116,10996000000.0,9117000000.0,17414000000.0,34000000.0,7027000000.0,,6418000000.0,0.4306617537825957
コージンバイオ,177A,化学,グロース（内国株式）,JP,2025-03-31,埼玉県,6174812672.0,1.0681219,,8.539516,,0.1697,0.0,141.46,,,5206287000.0,991135000.0,0.09883001,794759000.0,0.13819,,0.6377020482100992,3284828000.0,2487303000.0,5066964000.0,2386536000.0,3149267000.0,581277000.0,2189029900.0,0.3545095238153971
ヤマウラ,1780,建設業,プライム（内国株式）,JP,2025-03-31,長野県,30699964416.0,1.2004375,,8.733578,8.93228742929278,0.15890001,0.018730158,185.72,,157.24190677300754,35613772000.0,3891551000.0,0.12991999,3002357000.0,0.087749995,0.14835,0.7546130609982733,7566640000.0,7465753000.0,24481777000.0,,12240900000.0,2209153000.0,18461544100.0,0.6013539250351162
ｆａｎｔａｓｉｓｔａ,1783,不動産業,スタンダード（内国株式）,JP,2025-09-30,東京都,11052766208.0,1.7335184,,,23.40903541105249,0.0,0.0,-1.41,,1.7087419151458991,9422342000.0,211690000.0,0.117460005,-239599000.0,-0.02537,-0.03679,0.6903493230335734,2860317000.0,2064918000.0,7511524000.0,2504159000.0,1784495000.0,,4651207000.0,0.4208183646039172
オリエンタル白石,1786,建設業,プライム（内国株式）,JP,2025-03-31,東京都,54025715712.0,1.0318522,12.103746,15.151516,10.488482483564889,0.5233,0.017162472,27.72,34.7,35.69218064768116,64553000000.0,5435000000.0,0.05565,3715000000.0,0.04967,0.06336,0.6608915358238585,26306000000.0,18739000000.0,55812000000.0,3216000000.0,20206000000.0,3955000000.0,32274500000.0,0.5973914380338566
ナカボーテック,1787,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,14712815616.0,1.747879,,15.873015,14.226255183635985,0.794,0.0,378.0,,339.1141348497157,14725604000.0,1457467000.0,0.12946999,1047212000.0,0.06145,0.11076,0.7187941006507291,3415589000.0,2510062000.0,10365854000.0,,1278922000.0,394880000.0,7226681000.0,0.4911827340608466
三東工業社,1788,建設業,スタンダード（内国株式）,JP,2024-06-30,滋賀県,3615748864.0,1.0125132,,15.625,10.843587080569982,0.1882,0.012727273,371.84,,367.5900868938271,7400142000.0,199296000.0,0.037019998,132314000.0,0.03337,0.094849996,0.702294923291128,1306993000.0,1195835000.0,3311676000.0,40148000.0,1589904000.0,251498000.0,2180731600.0,0.6031203167101375
大本組,1793,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,43686346752.0,1.2235215,,34.601448,34.59845562162316,0.7257,0.005548929,49.68,,35.71232196130813,70092000000.0,1822000000.0,0.024920002,1788000000.0,0.0196,0.03313,0.7195886353298794,25276000000.0,19015000000.0,67344000000.0,3000000000.0,10177000000.0,9825000000.0,48945500000.0,1.1203843680922858
マサル,1795,建設業,スタンダード（内国株式）,JP,2025-09-30,東京都,3927553024.0,0.7442777,,9.6805315,11.917215131697109,0.3509,0.0,456.07,,313.5423600664986,10647689000.0,638157000.0,0.09241,405234000.0,0.038039997,0.07929,0.5992531822362519,3529257000.0,2833360000.0,6554839000.0,1033666000.0,3364809000.0,165399000.0,3141361300.0,0.7998265792477306
守谷商会,1798,建設業,スタンダード（内国株式）,JP,2025-03-31,長野県,14721344512.0,0.80904585,,5.370569,5.123021752213667,0.0716,0.013254787,1256.85,,732.5320901496598,50266769000.0,2293448000.0,0.06083,1651794000.0,0.05133,0.16181,0.466867197113758,18203167000.0,17327829000.0,26528817000.0,836997000.0,9277827000.0,1154986000.0,9134140200.0,0.6204691556912054
第一建設工業,1799,建設業,スタンダード（内国株式）,JP,2025-03-31,新潟県,70275891200.0,2.4538527,20.96093,12.674392,11.76691569075767,0.415,0.0037453184,313.23,189.4,143.20602832586854,58005615000.0,7193905000.0,0.11156,5242713000.0,0.04704,0.060149997,0.8536553685848133,12284393000.0,10573417000.0,48897021000.0,,16361479000.0,7455064000.0,41831172800.0,0.5952421532578159
大成建設,1801,建設業,プライム（内国株式）,JP,2025-03-31,東京都,2824154382336.0,3.2751453,36.39706,21.186441,24.43131398363685,0.33040002,0.014492754,817.74,476.0,215.74247188844305,2154223000000.0,120161000000.0,0.08009,123824000000.0,0.0,,0.3566266488858659,1528138000000.0,1292924000000.0,1599698000000.0,317959000000.0,240689000000.0,428326000000.0,371388200000.0,0.1315042131984322
大林組,1802,建設業,プライム（内国株式）,JP,2025-03-31,東京都,2884423647232.0,2.4154742,30.414612,17.57487,16.165980551208563,0.3437,0.018950773,238.75,137.96,104.69000000001397,2620101000000.0,143442000000.0,0.09335,146052000000.0,0.07125,0.15325,0.380653468639513,1832578000000.0,1453358000000.0,1809460000000.0,373633000000.0,394728000000.0,311557000000.0,194971900000.0,0.0675947516194794
清水建設,1803,建設業,プライム（内国株式）,JP,2025-03-31,東京都,2246166970368.0,2.5017407,40.42864,22.522217,39.61016878514456,0.2881,0.012283237,147.41,82.12,23.57279713220297,1944360000000.0,71031000000.0,0.06692,66015000000.0,0.052010003,0.11965,0.3407900320591686,1599963000000.0,1208382000000.0,1517057000000.0,591350000000.0,294162000000.0,299507000000.0,126748900000.0,0.056428975081596
佐藤渡辺,1807,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,12289288192.0,0.5615682,,10.526316,9.176294012239744,0.42810002,0.020191822,186.96,,195.5203638153792,40422787000.0,1177076000.0,0.057129998,891639000.0,0.030369999,0.052160002,0.6023508013516948,14005560000.0,10739421000.0,21049823000.0,2800000000.0,5030509000.0,3895195000.0,9770899500.0,0.7950744866053834
長谷工コーポレーション,1808,建設業,プライム（内国株式）,JP,2025-03-31,東京都,867271245824.0,1.6410568,15.414648,22.675062,8.54713453287951,0.62259996,0.02578058,144.52,212.59,205.4499999160426,1177353000000.0,84700000000.0,0.07559,34450000000.0,0.04404,0.10509,0.3897098087244168,833170000000.0,442824000000.0,1053200000000.0,420000000000.0,235976000000.0,102774000000.0,291971800000.0,0.3366556903689292
松井建設,1810,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,53476614144.0,0.9725674,,13.003675,21.03472540744105,0.40919998,0.017857144,144.19,,39.82117309265842,99252000000.0,3383000000.0,0.079619996,2726000000.0,0.04879,0.09219,0.6257618653182835,30271000000.0,25033000000.0,44767000000.0,3000000000.0,13462000000.0,14657000000.0,24755900000.0,0.4629294579746234
錢高組,1811,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,57364312064.0,0.5192144,,13.9861355,10.888333449888108,0.20969999,0.012903226,572.71,,382.2091886608016,120659000000.0,3712000000.0,0.01682,3504000000.0,0.0326,0.04146,0.468487770904571,109896000000.0,74562000000.0,112486000000.0,36901000000.0,12538000000.0,68058000000.0,50230600000.0,0.8756419835377597
鹿島建設,1812,建設業,プライム（内国株式）,JP,2025-03-31,東京都,3338027925504.0,2.5072937,26.879786,20.040281,12.36039320693192,0.3216,0.015107725,357.48,266.52,238.7599998690725,2911816000000.0,151883000000.0,0.08166,125817000000.0,0.0,,0.3641897509170402,2176604000000.0,1696974000000.0,2137129000000.0,792013000000.0,354486000000.0,397478000000.0,238759600000.0,0.0715271427706676
不動テトラ,1813,建設業,プライム（内国株式）,JP,2025-03-31,東京都,56509022208.0,1.5307211,17.745005,18.69112,15.086832917399049,0.3008,0.015584416,199.56,210.2,131.98002890553147,69556000000.0,3176000000.0,0.13174,2202000000.0,0.04867,0.10812,0.5334694768348195,29472000000.0,27306000000.0,43666000000.0,11979000000.0,10393000000.0,3133000000.0,16387100000.0,0.2899908609227373
大末建設,1814,建設業,プライム（内国株式）,JP,2025-03-31,,43894382592.0,1.8000493,,14.836535,12.393128004235692,0.4972,0.032566167,284.77,,118.7800033720056,89027000000.0,3695000000.0,0.07462,2060000000.0,0.03857,0.16188999,0.4135803579458584,32602000000.0,28053000000.0,48264000000.0,3203000000.0,4458000000.0,898000000.0,16290600000.0,0.3711317721773595
鉄建建設,1815,建設業,プライム（内国株式）,JP,2025-03-31,東京都,65890185216.0,0.8698055,20.37037,19.493097,9.112198562206572,0.50259995,0.021291448,242.65,232.2,282.0444915254237,185113000000.0,3460000000.0,0.028210001,3429000000.0,0.022920001,0.0577,0.3101171913177137,154988000000.0,127524000000.0,145960000000.0,55927000000.0,16529000000.0,23020000000.0,7086000000.0,0.1075425721869016
西松建設,1820,建設業,プライム（内国株式）,JP,2025-03-31,東京都,251754577920.0,1.3777257,14.556081,13.986136,13.00908825663886,0.4827,0.033358604,455.88,438.03,313.8506751792455,366810000000.0,21099000000.0,0.075840004,17543000000.0,0.0,,0.2907578127375237,410857000000.0,260859000000.0,299147000000.0,214212000000.0,43418000000.0,86058000000.0,-51469400000.0,-0.2044427570105812
大豊建設,1822,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,71752269824.0,0.98480874,4.0874815,22.12245,-28.13773861708166,0.7996,0.17710844,36.75,198.9,-23.539999952965445,143394000000.0,5534000000.0,0.07904,3691000000.0,0.029289998,0.06156,0.4774095380467426,76779000000.0,63861000000.0,120066000000.0,6868000000.0,21669000000.0,11491000000.0,51330700000.0,0.7153878215408134
佐田建設,1826,建設業,スタンダード（内国株式）,JP,2025-03-31,群馬県,15069798400.0,1.368679,,25.509787,149.7152497216797,1.223,0.047468353,49.04,,4.897479430586391,32264000000.0,961000000.0,0.05208,611000000.0,0.02316,0.05806,0.564625850340136,11968000000.0,10578000000.0,22255000000.0,1328000000.0,14103000000.0,415000000.0,10577500000.0,0.7019005642437791
ナカノフドー建設,1827,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,55017054208.0,1.1694753,,17.42111,7.552193560922408,0.2393,0.014445174,91.9,,76.97999981024212,110538000000.0,3281000000.0,0.04321,2904000000.0,0.028010001,0.07197,0.5309846409401381,36211000000.0,33855000000.0,54430000000.0,674000000.0,20961000000.0,4402000000.0,21300400000.0,0.387159950793998
田辺工業,1828,建設業,スタンダード（内国株式）,JP,2025-03-31,新潟県,30153271296.0,1.1456993,,10.70683,7.401878465036401,0.3245,0.03056922,268.24,,179.70501263551833,50832166000.0,3837548000.0,0.07712,2593138000.0,0.052729998,0.10528,0.5433403202649364,20988127000.0,19091627000.0,35010887000.0,1426641000.0,10849611000.0,330657000.0,14254219900.0,0.4727254883914005
奥村組,1833,建設業,プライム（内国株式）,JP,2025-03-31,大阪府,253606445056.0,1.4446154,,19.64653,13.77285539535382,0.59139997,0.0,359.86,,339.3000034247763,298222000000.0,9732000000.0,0.06765,2722000000.0,0.0419,0.040960003,0.4505675204464934,221012000000.0,174967000000.0,241135000000.0,69002000000.0,28714000000.0,60397000000.0,62400900000.0,0.2460540779482988
東鉄工業,1835,建設業,プライム（内国株式）,JP,2025-03-31,東京都,166354042880.0,1.3161054,18.755096,12.987013,11.675590649471989,0.4166,0.031827517,371.91,257.53,241.00000310817256,160047602000.0,15526012000.0,0.12989001,11564447000.0,0.07921,0.10741,0.6604357027089609,60338070000.0,55483592000.0,137954924000.0,10536988000.0,15714414000.0,15046446000.0,88149366200.0,0.5298901347626809
土屋ホールディングス,1840,建設業,スタンダード（内国株式）,JP,2025-10-31,北海道,6289098752.0,0.48229256,,,6.5992113574443305,0.2994,0.042735044,-3.66,,30.34278002828624,31456837000.0,-122694000.0,0.09174,-93275000.0,-0.00296,-0.00716,0.4831885515538142,13948526000.0,9200124000.0,14138699000.0,3079167000.0,5331443000.0,1274480000.0,1082309000.0,0.1720928614224437
サンユー建設,1841,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,5162652160.0,0.43431082,,10.309345,9.210497103446023,0.19540001,0.018951358,153.55,,106.5863024073418,10411411000.0,689170000.0,0.07801,480272000.0,0.04834,0.042919997,0.8028366078682694,2844383000.0,1869668000.0,6313326000.0,112797000.0,3780004000.0,485386000.0,3808713200.0,0.7377435244446141
大盛工業,1844,建設業,スタンダード（内国株式）,JP,2024-07-31,東京都,11117910016.0,1.9056693,,21.87959,10.14312130215021,0.4225,0.018429488,27.24,,18.330000263161796,5981731000.0,621863000.0,0.0829,414329000.0,0.075430006,0.086940005,0.4708465971346082,6313479000.0,2934808000.0,10870169000.0,4000237000.0,3447516000.0,58260000.0,4597472000.0,0.4135194468550014
イチケン,1847,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,41447747584.0,1.0969547,,7.9365077,5.773217066263323,0.2016,0.014652015,719.46,,403.3499739222847,98999000000.0,6866000000.0,0.09889,4697000000.0,0.056500003,,0.5042010591402621,33517000000.0,27085000000.0,62005000000.0,6731000000.0,19956000000.0,2504000000.0,30240800000.0,0.7296126270483707
富士ピー・エス,1848,建設業,スタンダード（内国株式）,JP,2025-03-31,福岡県,14520500224.0,1.1504115,,5.1626678,18.787001490360858,0.0817,0.017150396,159.22,,23.357910733382116,33771000000.0,886000000.0,0.068390004,2187000000.0,0.081520006,0.24766001,0.325987922449412,25448000000.0,23929000000.0,27865000000.0,10776000000.0,3083000000.0,159000000.0,2528300000.0,0.1741193458212366
学びエイド,184A,情報・通信業,グロース（内国株式）,JP,2025-04-30,,1327851520.0,3.5685453,,,,,0.0,,,,289910000.0,-297060000.0,,-318036000.0,,,0.616450890418442,84255000.0,53380000.0,151375000.0,37845000.0,29956000.0,,67120000.0,0.0505478202864127
南海辰村建設,1850,建設業,スタンダード（内国株式）,JP,2025-03-31,大阪府,15884007424.0,0.8629209,,7.685869,8.337147412110816,0.0698,0.008488964,71.69,,38.157762645257066,52944000000.0,2381000000.0,0.05609,1714000000.0,0.039920002,0.11437,0.4033172370354818,25578000000.0,24057000000.0,39496000000.0,5981000000.0,3932000000.0,866000000.0,14524200000.0,0.914391413470042
淺沼組,1852,建設業,プライム（内国株式）,JP,2025-03-31,大阪府,91117953024.0,1.8928883,,15.383568,12.722854365673514,0.57240003,0.035989717,73.39,,57.9548275006205,167005000000.0,6868000000.0,0.06339,4692000000.0,0.03363,0.13019,0.3966244359597362,69103000000.0,52885000000.0,97664000000.0,21557000000.0,16833000000.0,6277000000.0,32954900000.0,0.3616729624217946
