会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ユシロ,5013,石油・石炭製品,スタンダード（内国株式）,JP,2025-03-31,東京都,39854727168.0,0.8654101,,8.628225,9.413335771792593,0.27629998,0.031460673,354.65,,221.177162172092,55512000000.0,5068000000.0,0.11396,4315000000.0,0.096140005,0.1148,0.6850198725632453,18435000000.0,13478000000.0,31694000000.0,5954000000.0,12380000000.0,6270000000.0,17648000000.0,0.4428082000312842
ビーピー・カストロール,5015,石油・石炭製品,スタンダード（内国株式）,JP,2024-12-31,東京都,22223069184.0,3.1299815,,21.139986,20.360984140014512,1.0051999,0.016477859,45.79,,40.60999961590655,,,0.19073,,0.12377,0.25218,0.7446517107225641,3431439000.0,3252346000.0,11871221000.0,,148158000.0,65955000.0,8485950500.0,0.3818532188213521
ＪＸ金属,5016,非鉄金属,プライム（内国株式）,JP,2025-03-31,東京都,3120016654336.0,4.700646,,30.674679,,0.2183,0.007317073,109.83,,,714940000000.0,51525000000.0,0.25125998,68271000000.0,0.12542,,0.4795760256024542,571248000000.0,277925000000.0,494235000000.0,321253000000.0,58316000000.0,41435000000.0,-48008500000.0,-0.0153872576075133
ＭＯＲＥＳＣＯ,5018,石油・石炭製品,スタンダード（内国株式）,JP,2025-02-28,兵庫県,18914168832.0,0.86047816,9.970973,20.04084,9.810880028960254,0.4375,0.021951219,102.84,206.7,138.98709283308668,34374000000.0,1391000000.0,0.08291,1013000000.0,0.04023,0.06179,0.5662584536647779,13287000000.0,10362000000.0,21260000000.0,5117000000.0,5508000000.0,654000000.0,8430800000.0,0.4457399146049877
出光興産,5019,石油・石炭製品,プライム（内国株式）,JP,2025-03-31,東京都,1694896619520.0,0.96321946,10.517517,40.32634,6.085609483342891,1.0496,0.025307557,34.32,131.59,161.319880950364,9190225000000.0,162186000000.0,0.0050700004,104055000000.0,0.0,,0.3602420729100052,3037889000000.0,2097407000000.0,2649858000000.0,1196374000000.0,165762000000.0,305764000000.0,-173996200000.0,-0.1026588866814049
ＥＮＥＯＳホールディングス,5020,石油・石炭製品,プライム（内国株式）,JP,2025-03-31,,3834479378432.0,1.2029911,14.330954,81.972404,7.248545773248742,1.7241,0.020154517,17.39,99.47,95.43999998582252,12322494000000.0,96468000000.0,0.02645,226071000000.0,0.01544,0.020539999,0.3527735811081945,5318814000000.0,2597566000000.0,4207538000000.0,2676027000000.0,846563000000.0,344803000000.0,-869913900000.0,-0.2268662350599799
コスモエネルギーホールディングス,5021,石油・石炭製品,プライム（内国株式）,JP,2025-03-31,東京都,750350434304.0,1.2710882,4.2095184,12.642057,7.5534315955203475,0.45610002,0.035196245,361.65,1086.11,469.0549995338316,2799947000000.0,128250000000.0,0.04091,57671000000.0,0.01781,0.06826,0.2711586034531126,1449129000000.0,945465000000.0,1079108000000.0,619906000000.0,126926000000.0,98538000000.0,-301044400000.0,-0.4012050719731224
マーキュリー,5025,情報・通信業,グロース（内国株式）,JP,2025-02-28,東京都,1884136064.0,1.9709821,,13.088818,29.916892930963208,0.0,0.0,55.62,,18.050002760852013,1763285000.0,170149000.0,0.05623,126540000.0,0.03849,0.067930005,0.7488073780847301,298241000.0,291545000.0,939252000.0,2283000.0,683053000.0,11200000.0,648851000.0,0.3443758719964717
トリプルアイズ,5026,情報・通信業,グロース（内国株式）,JP,2025-08-31,東京都,6551106048.0,4.8063903,,,133.5929821196528,0.0,0.0,-41.31,,10.270000551160432,5714030000.0,-61846000.0,0.04363,-343999000.0,-0.06254,-0.21285,0.3437308504944893,3179689000.0,1819067000.0,3056397000.0,1620720000.0,1914180000.0,335000.0,-123057500.0,-0.0187842326316131
ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,5027,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,38376095744.0,2.2711916,,22.471125,105.07088038857896,0.0,0.0,28.57,,8.955934032864945,50713000000.0,2567000000.0,0.03253,2335000000.0,0.016180001,0.05929,0.4855687606112054,17450000000.0,13899000000.0,25624000000.0,5614000000.0,9664000000.0,1389000000.0,9146300000.0,0.2383332598764948
セカンドサイトアナリティカ,5028,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,4189367296.0,2.4573967,,25.127335,31.9134995575278,0.0,0.0,17.67,,15.259999898228829,1141098000.0,159888000.0,0.07669,116768000.0,0.12031999,,0.76471345854999,250275000.0,237274000.0,840757000.0,30000000.0,514859000.0,67440000.0,637690000.0,0.1522163025927245
サークレイス,5029,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,3313732608.0,3.2242265,,17.576038,-31.12234425645592,0.0,0.0,43.07,,-15.808577784044692,3804013000.0,203634000.0,0.00542,115432000.0,0.027409999,0.12918,0.5446099367049714,893298000.0,833769000.0,1329427000.0,211462000.0,833354000.0,59470000.0,477758000.0,0.144175181439383
モイ,5031,情報・通信業,グロース（内国株式）,JP,2025-01-31,東京都,4427222016.0,2.206983,,,17.78257733700832,0.0,0.0,-1.08,,13.890000044366708,6592963000.0,232568000.0,0.07277,27830000.0,0.00091,0.003,0.4522023724398096,2267628000.0,2267629000.0,3767321000.0,0.0,2978629000.0,,1499693000.0,0.338743572059432
ＡＮＹＣＯＬＯＲ,5032,情報・通信業,プライム（内国株式）,JP,2025-04-30,東京都,254720638976.0,9.212324,21.793535,17.57484,15.763968119095072,0.2836,0.00058548007,237.84,191.8,135.16458600473808,42876000000.0,16280000000.0,0.38539,11510000000.0,0.28058,0.64987,0.7537315993549051,7177000000.0,7175000000.0,25622000000.0,45000000.0,15818000000.0,,18445000000.0,0.0724126638271267
ヌーラボ,5033,情報・通信業,グロース（内国株式）,JP,2025-03-31,福岡県,4766955008.0,2.3432055,,10.786876,28.022910328467862,0.0,0.0,68.88,,47.140000253935966,4112318000.0,640363000.0,0.10212,552682000.0,0.10528,0.24385999,0.4495952660368632,2336134000.0,2329093000.0,3736847000.0,2250000.0,3131381000.0,,1400713000.0,0.2938380995099167
ｕｎｅｒｒｙ,5034,情報・通信業,グロース（内国株式）,JP,2024-06-30,東京都,8000691712.0,3.861018,30.902527,25.061483,1634.538182303911,0.0,0.0,85.39,69.25,2.489999954765977,2834907000.0,179061000.0,0.05768,68266000.0,0.073130004,0.15904,0.7745400982588135,474192000.0,474191000.0,2072858000.0,0.0,1658798000.0,,1598666000.0,0.1998159731117008
ＨＯＵＳＥＩ,5035,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,2967679488.0,1.0154303,,26.037958,24.14151010715305,0.17790002,0.0067873304,16.86,,20.807727181318658,4918699000.0,78659000.0,-0.02083,125997000.0,-0.01701,-0.027509999,0.6400743148370662,1831752000.0,1287590000.0,3108447000.0,774764000.0,840288000.0,,1276695000.0,0.4301997588224729
日本ビジネスシステムズ,5036,情報・通信業,プライム（内国株式）,JP,2025-09-30,東京都,68533141504.0,2.5088484,14.311491,12.771187,31.90214544503909,0.2965,0.022522522,118.0,105.3,31.740000007966447,172580000000.0,17879000000.0,0.04753,5629000000.0,0.0322,0.24629,0.3658264734714705,47225000000.0,32056000000.0,39316000000.0,23725000000.0,2939000000.0,1770000000.0,-6670000000.0,-0.0973251751433385
ｅＷｅＬＬ,5038,情報・通信業,グロース（内国株式）,JP,2024-12-31,大阪府,34388357120.0,10.258125,34.032986,34.966114,49.97586882150342,0.1849,0.0,64.92,66.7,40.219999498646935,2571852000.0,1135933000.0,0.37257,808261000.0,0.32075,0.37620997,0.7845737639089855,661485000.0,559095000.0,2526732000.0,0.0,1965928000.0,,1865247000.0,0.0542406545765219
ヴィス,5071,サービス業,スタンダード（内国株式）,JP,2025-03-31,東京都,13507447808.0,1.8419232,23.982168,12.019661,9.159523262194917,0.365,0.030246913,134.28,67.3,118.53000572721936,16253198000.0,1915895000.0,0.13477999,1357636000.0,0.07673,0.17015,0.6424600403761762,3860345000.0,3675084000.0,7487246000.0,,6121871000.0,329796000.0,3857758200.0,0.2856023028802807
テスホールディングス,5074,建設業,プライム（内国株式）,JP,2025-06-30,大阪府,30462902272.0,0.64451253,16.089386,149.48096,25.70623484035104,1.7655001,0.012704714,2.89,26.85,16.80517963715958,36684000000.0,2548000000.0,0.15885,204000000.0,0.02023,0.02301,0.2813330512620486,108411000000.0,29996000000.0,41986000000.0,92774000000.0,22875000000.0,971000000.0,-65745300000.0,-2.158208676670635
インフロニア・ホールディングス,5076,建設業,プライム（内国株式）,JP,2025-03-31,東京都,647267221504.0,1.1243547,27.257738,15.576561,10.384015388190114,0.36450002,0.023121387,164.51,94.01,130.16424889102026,847548000000.0,45793000000.0,0.06445,32416000000.0,0.0625,0.113809995,0.357844765905353,907884000000.0,450897000000.0,600859000000.0,418682000000.0,119502000000.0,134375000000.0,-212962500000.0,-0.3290178969748492
インフロニア・ホールディングス第１回社債型種類株式,50765,建設業,プライム（内国株式）,JP,2025-03-31,東京都,,2.0446804,,,,,0.012886598,,,,847548000000.0,45793000000.0,0.06445,32416000000.0,0.0625,0.113809995,0.357844765905353,907884000000.0,450897000000.0,600859000000.0,418682000000.0,119502000000.0,134375000000.0,-212962500000.0,
セレコーポレーション,5078,建設業,スタンダード（内国株式）,JP,2025-02-28,東京都,16870108160.0,0.8103127,,12.820513,10.022941711976737,0.3477,0.027081244,388.44,,322.5400428065094,23922327000.0,2018235000.0,0.0561,1416270000.0,0.05233,0.05669,0.8208997893118902,4454891000.0,4181670000.0,22036604000.0,,18561930000.0,29550000.0,17602398000.0,1.04340753675405
ノバック,5079,建設業,スタンダード（内国株式）,JP,2025-04-30,兵庫県,14973639680.0,0.81841063,,16.638983,51.07172670877506,0.6873,0.041336548,174.59,,55.79931436887824,27511917000.0,859970000.0,0.045560002,573392000.0,0.02083,0.03134,0.700788537944719,7766450000.0,7279491000.0,22956900000.0,433410000.0,7533764000.0,11718000.0,15198652600.0,1.0150272695756493
横浜ゴム,5101,ゴム製品,プライム（内国株式）,JP,2024-12-31,神奈川県,1067182194688.0,1.1518047,12.965341,16.863537,7.268552178393512,0.2494,0.014541225,401.28,521.93,418.3091931710716,1094746000000.0,119156000000.0,0.12349,74919000000.0,0.06745,0.09313,0.5150955550536316,831531000000.0,374847000000.0,749714000000.0,438022000000.0,136215000000.0,49354000000.0,-47269200000.0,-0.0442934676340056
昭和ホールディングス,5103,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,千葉県,3413120512.0,2.2279434,,,-6.134094112091687,0.0,0.0,-2.69,,-7.010000044707054,8619822000.0,25837000.0,-0.04098,-203709000.0,-0.03129,-0.12194,0.2660275890520374,3418889000.0,2030375000.0,3052471000.0,882392000.0,640722000.0,2302207000.0,1245126900.0,0.3648060171395436
ＴＯＹＯ　ＴＩＲＥ,5105,ゴム製品,プライム（内国株式）,JP,2024-12-31,兵庫県,680359559168.0,1.3017181,11.353532,10.695265,4.855385609079786,0.3026,0.0,413.08,389.13,485.8580780692295,,,0.15837,,0.106929995,0.12784,0.6539009722333692,250114000000.0,150892000000.0,373782000000.0,102053000000.0,86636000000.0,6710000000.0,128365000000.0,0.1886722958033768
ブリヂストン,5108,ゴム製品,プライム（内国株式）,JP,2024-12-31,東京都,4872620474368.0,1.4298098,6.829731,25.906069,11.201135578836748,0.7461,0.029302077,147.34,558.88,241.9517212454432,4430096000000.0,443319000000.0,0.11534,284989000000.0,0.0,0.06877,0.6519777961697327,1937029000000.0,1176243000000.0,2863632000000.0,727721000000.0,706732000000.0,112019000000.0,1005016300000.0,0.2062578658212355
住友ゴム工業,5110,ゴム製品,プライム（内国株式）,JP,2024-12-31,兵庫県,698883768320.0,0.9760105,14.255843,13.869907,45.74533375160957,0.4018,0.0,191.71,186.52,37.51000003673053,,,0.10552,,0.041739997,0.074650005,0.4892422246132532,665313000000.0,370615000000.0,669762000000.0,252442000000.0,100382000000.0,34000000000.0,28249000000.0,0.0404201689615798
藤倉コンポジット,5121,ゴム製品,プライム（内国株式）,JP,2025-03-31,東京都,49792053248.0,1.3474711,,12.284952,9.358971256977824,0.315,0.012393493,206.35,,140.47535758849165,41325231000.0,4807961000.0,0.0919,3888092000.0,0.08925,0.10882,0.7199517587761506,13394140000.0,7924239000.0,29973548000.0,4050135000.0,10877895000.0,1810453000.0,17846725100.0,0.3584251689945493
オカモト,5122,ゴム製品,プライム（内国株式）,JP,2025-03-31,東京都,94349254656.0,0.9126628,15.672023,16.949152,11.299351453929726,0.3687,0.022018349,325.68,352.22,420.3399952026167,109107000000.0,8704000000.0,0.051760003,6674000000.0,0.04891,0.05352,0.6456813609426965,51671000000.0,36945000000.0,89348000000.0,3338000000.0,41337000000.0,30979000000.0,59362300000.0,0.62917614152265
ファインズ,5125,情報・通信業,グロース（内国株式）,JP,2024-06-30,東京都,3258574080.0,1.5291929,,14.661578,9.712523407584303,0.0,0.0,49.79,,110.27000451434472,2761203000.0,329301000.0,0.14781,238888000.0,0.098000005,0.12345,0.7803208031623199,567079000.0,567078000.0,2147695000.0,,1763158000.0,,1580616000.0,0.4850637000095453
ポーターズ,5126,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,2644854272.0,1.8328863,,11.273903,12.60866804494382,0.0,0.0,145.38,,159.89000525780617,1923000000.0,392000000.0,0.17636,268000000.0,0.12066,,0.8082274652147611,309000000.0,307000000.0,1157000000.0,,821000000.0,,848000000.0,0.3206225798439756
ＦＩＸＥＲ,5129,情報・通信業,グロース（内国株式）,JP,2025-08-31,東京都,5776961024.0,1.8552346,8.744395,,102.73843117948718,0.0,0.0,-142.97,44.6,10.59000013441154,3982000000.0,-1721000000.0,-0.83418,-2114000000.0,-0.53191,-0.43793,0.8456179775280899,687000000.0,683000000.0,4050000000.0,9000000.0,2991000000.0,53000000.0,3400100000.0,0.588562046009054
リンカーズ,5131,情報・通信業,グロース（内国株式）,JP,2024-07-31,東京都,2041955968.0,2.268825,,,45.178333894489576,0.0,0.0,-39.78,,7.570000274882069,1464541000.0,-223432000.0,-0.75694,-200744000.0,-0.45799,,0.8982324883817578,187821000.0,174472000.0,1458482000.0,23344000.0,1251215000.0,,1270661000.0,0.6222763957268642
ｐｌｕｓｚｅｒｏ,5132,情報・通信業,グロース（内国株式）,JP,2025-10-31,東京都,18494730240.0,12.098306,60.255756,52.355556,118.93617732427776,0.0,0.0,45.0,39.1,18.79999887589777,1546369000.0,516655000.0,0.32115,366545000.0,0.23674,0.27706,0.8173657118268066,338692000.0,338692000.0,1532306000.0,,1193766000.0,873000.0,1194225100.0,0.0645711013084773
テリロジーホールディングス,5133,情報・通信業,スタンダード（内国株式）,JP,2025-03-31,東京都,5473994240.0,1.7859734,,15.625,26.644288143647355,0.2441,0.01510574,20.48,,11.509999782281325,8653567000.0,273193000.0,0.07412,176001000.0,0.03724,0.119040005,0.4006774444477266,4238188000.0,4002523000.0,5536108000.0,277567000.0,1704400000.0,427625000.0,1597257500.0,0.2917901316607889
ＰＯＰＥＲ,5134,情報・通信業,グロース（内国株式）,JP,2025-10-31,東京都,1968294528.0,2.2490141,,14.642018,26.2577880254838,0.0,0.0,34.08,,20.869998625480303,1389448000.0,174427000.0,0.028010001,138756000.0,0.099350005,0.17272,0.7046286625608114,367081000.0,296193000.0,998508000.0,128810000.0,848903000.0,,631427000.0,0.3207990425302854
ｔｒｉｐｌａ,5136,情報・通信業,グロース（内国株式）,JP,2025-10-31,東京都,9364492288.0,5.6376777,16.956055,19.120136,34.18876730869339,0.0,0.0,82.74,93.3,35.06999796670419,2573543000.0,519841000.0,0.20923,501815000.0,0.19471,0.36129,0.0838628575355911,18040068000.0,17193657000.0,18804254000.0,1016536000.0,18005508000.0,,764186000.0,0.0816046376565717
スマートドライブ,5137,情報・通信業,グロース（内国株式）,JP,2025-09-30,東京都,11923973120.0,10.403035,3.3125,27.249357,48.57213395527018,0.0,0.0,11.67,96.0,6.769999930591483,2878647000.0,390202000.0,0.17101999,453638000.0,0.1574,0.47138,0.4788482607418991,1247717000.0,687176000.0,1518296000.0,577220000.0,858015000.0,283496000.0,469026200.0,0.0393347246995471
Ｒｅｂａｓｅ,5138,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,3750036736.0,2.987997,10.6564245,13.832487,20.61928246438736,0.0,0.0,55.16,71.6,46.45999997563116,1926885000.0,487066000.0,0.00791,362919000.0,0.13217,0.23021999,0.7034569540946627,581848000.0,577561000.0,1720024000.0,,1541583000.0,,1138176000.0,0.3035106267289644
オープンワーク,5139,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,19908499456.0,3.0462098,,20.201809,29.50419014405692,0.0,0.0,47.57,,28.639999805932984,3542027000.0,1026173000.0,0.37035,757427000.0,0.24452999,0.15824,0.8918752100112954,783219000.0,783219000.0,7047476000.0,,6621923000.0,,6264257000.0,0.314652393257699
アキレス,5142,化学,プライム（内国株式）,JP,2025-03-31,東京都,22249244672.0,0.5554648,,96.16066,-2.6987874758926598,1.1779,0.01179941,16.93,,-560.2467596958345,79093000000.0,-435000000.0,0.05307,427000000.0,-0.00667,-0.01338,0.4947549808814651,40169000000.0,29161000000.0,45720000000.0,14650000000.0,7721000000.0,6162000000.0,9864400000.0,0.4433588710727806
西川ゴム工業,5161,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,広島県,140669550592.0,1.6833841,,24.213678,7.449533380271606,1.1394,0.02493188,160.24,,130.70547019256304,120639000000.0,7329000000.0,0.08245,3957000000.0,0.05888,0.09423,0.6353612716763006,46681000000.0,29924000000.0,76120000000.0,18425000000.0,47808000000.0,22877000000.0,45452900000.0,0.3231182569981491
朝日ラバー,5162,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,埼玉県,3208687616.0,0.66457903,12.0777025,,17.80204510665748,0.6807,0.013927577,-13.3,59.2,29.383776159410363,7639596000.0,2282000.0,0.037920002,-236037000.0,-0.0034400001,-0.0055199997,0.524834409845432,4418571000.0,2840677000.0,5073948000.0,1918249000.0,1968019000.0,198256000.0,794156200.0,0.247501874610657
ニチリン,5184,ゴム製品,スタンダード（内国株式）,JP,2024-12-31,兵庫県,54147796992.0,0.8971899,11.115624,10.100886,6.723907607510038,0.4378,0.0,406.4,369.3,439.4126149084417,71356000000.0,9190000000.0,0.11068,6171000000.0,0.07485,0.10398,0.684193400660416,19120000000.0,13507000000.0,51151000000.0,1517000000.0,21188000000.0,3923000000.0,34777100000.0,0.6422625098697571
フコク,5185,ゴム製品,プライム（内国株式）,JP,2025-03-31,埼玉県,29397635072.0,0.8153251,7.931696,14.265011,9.156085594262295,0.5517,0.017722117,144.9,260.6,189.29990069513408,89657000000.0,5009000000.0,0.04755,2931000000.0,0.02789,0.06606,0.5449988665272915,33466000000.0,24239000000.0,45597000000.0,13297000000.0,12422000000.0,1259000000.0,13012300000.0,0.4426308431998213
ニッタ,5186,ゴム製品,プライム（内国株式）,JP,2025-03-31,大阪府,116806115328.0,0.74486834,11.3672285,10.141964,10.57817565681432,0.3314,0.03208191,425.46,379.6,353.8428402196934,90276000000.0,5156000000.0,0.07287,12131000000.0,0.13112001,0.07778,0.8524934558247328,25757000000.0,17997000000.0,84262000000.0,19000000.0,31515000000.0,60444000000.0,100815800000.0,0.8631037828533374
クリエートメディック,5187,精密機器,スタンダード（内国株式）,JP,2024-12-31,神奈川県,9508829184.0,0.58284855,,13.755458,48.25859687600519,0.449,0.0,82.44,,16.921234445262186,13030322000.0,692457000.0,0.02582,840901000.0,0.052360002,0.04445,0.7856610055593498,4296997000.0,3105107000.0,13940381000.0,800000000.0,6317961000.0,619533000.0,10077057100.0,1.059757926554841
櫻護謨,5189,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,東京都,5542749184.0,0.59274405,,8.818369,6.1545314015855785,0.2,0.022063816,324.89,,379.1128537080032,12188471000.0,643732000.0,0.0885,425918000.0,0.0537,0.08127,0.5461007058095091,7530138000.0,5352195000.0,11990698000.0,3027394000.0,3143540000.0,559125000.0,4851947500.0,0.8753684027424323
三ツ星ベルト,5192,ゴム製品,プライム（内国株式）,JP,2025-03-31,兵庫県,115972415488.0,1.1559787,16.613354,17.093842,17.25168453091036,0.7653,0.044180524,243.07,250.1,250.39999830763168,90510000000.0,8928000000.0,0.08604,9060000000.0,0.0698,0.064380005,0.7473724455957741,32377000000.0,21768000000.0,77289000000.0,5303000000.0,31584000000.0,16189000000.0,56244300000.0,0.4849799822080946
相模ゴム工業,5194,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,神奈川県,7306255360.0,0.67420477,14.598699,,253.27258291243572,0.2765,0.0,-11.44,46.1,3.7726602800294766,5687899000.0,-33968000.0,-0.0594,392539000.0,-0.021440001,-0.01556,0.5815631901074101,7518458000.0,6838381000.0,6250942000.0,5655553000.0,1932394000.0,969539000.0,-588838700.0,-0.0805937749211108
バンドー化学,5195,ゴム製品,プライム（内国株式）,JP,2025-03-31,兵庫県,94464270336.0,1.0656707,11.979328,31.349743,12.35213681435298,1.0532,0.033304866,73.94,193.5,142.55000131593488,115593000000.0,1851000000.0,0.09194,1496000000.0,0.03753,0.05009,0.6804951405632472,38193000000.0,31292000000.0,63396000000.0,7137000000.0,17715000000.0,10318000000.0,32425600000.0,0.3432578252567385
不二ラテックス,5199,ゴム製品,スタンダード（内国株式）,JP,2025-03-31,東京都,2551463424.0,0.62766534,,9.191361,7.929213955324715,0.35619998,0.038594756,219.01,,228.4207836778984,7198559000.0,208544000.0,0.066350006,298156000.0,0.043449998,0.07495,0.3679409972007786,6988227000.0,4812151000.0,6457945000.0,5305808000.0,2338923000.0,193788000.0,-394630400.0,-0.154668256769022
ＡＧＣ,5201,ガラス・土石製品,プライム（内国株式）,JP,2024-12-31,東京都,1339984969728.0,0.90093434,15.2873335,19.379606,15.741037426715511,0.6448,0.03299293,325.6,412.76,304.00251341024494,2067603000000.0,123374000000.0,0.065960005,-94042000000.0,0.03359,0.0467,0.496869706350044,1217969000000.0,708771000000.0,1001270000000.0,649737000000.0,107988000000.0,68798000000.0,-168540400000.0,-0.1257778287126695
日本板硝子,5202,ガラス・土石製品,プライム（内国株式）,JP,2025-03-31,東京都,60315238400.0,0.48517492,10.873857,,4.421692466848491,0.0,0.0,-175.32,55.73,116.69739672505378,840401000000.0,16491000000.0,0.029949998,-13831000000.0,-0.01044,-0.05298,0.1046197664703644,890520000000.0,409438000000.0,323171000000.0,522725000000.0,65311000000.0,23689000000.0,-550766700000.0,-9.131468507964978
石塚硝子,5204,ガラス・土石製品,スタンダード（内国株式）,JP,2025-03-31,愛知県,16299315200.0,0.44321606,,5.5309734,2.5193598598579907,0.0928,0.016331658,700.6,,1129.0477332693692,55994000000.0,3849000000.0,0.082650006,3088000000.0,0.05396,0.089420006,0.3376918250893773,65088000000.0,27551000000.0,48008000000.0,29470000000.0,4905000000.0,6463000000.0,-12555900000.0,-0.7703329769339021
有沢製作所,5208,化学,プライム（内国株式）,JP,2025-03-31,新潟県,76645548032.0,1.5808872,26.350115,22.472677,20.731164784648826,0.95559996,0.042259596,102.48,87.4,49.45999966579696,49815616000.0,4893208000.0,0.11276,3969679000.0,0.07399,,0.6769090293860719,23177460000.0,18582660000.0,49527322000.0,10234350000.0,16861091000.0,1969043000.0,27728192100.0,0.3617717246724272
日本山村硝子,5210,ガラス・土石製品,スタンダード（内国株式）,JP,2025-03-31,兵庫県,33015261184.0,0.59194934,,9.96022,1.2629845115725264,0.555,0.03115727,324.29,,1200.692035762036,73337000000.0,3114000000.0,0.08935001,2772000000.0,0.05409,0.06137,0.5775357658692925,40477000000.0,19435000000.0,40409000000.0,24077000000.0,10791000000.0,2865000000.0,1937500000.0,0.0586849817483485
日本電気硝子,5214,ガラス・土石製品,プライム（内国株式）,JP,2024-12-31,滋賀県,428801327104.0,0.8708943,30.079155,14.90313,-9.91960460303222,0.3923,0.024979183,382.47,189.5,-282.89950386180834,299237000000.0,6120000000.0,0.11724,12091000000.0,0.09511,0.06111,0.696266918693889,207605000000.0,123007000000.0,285495000000.0,111265000000.0,123964000000.0,43132000000.0,108082400000.0,0.2520570557231182
倉元製作所,5216,ガラス・土石製品,スタンダード（内国株式）,JP,2024-12-31,宮城県,10127699968.0,2.9440901,,,-5.306241134751773,0.0,0.0,-5.78,,-16.584244433157796,1567862000.0,95378000.0,-0.06785,31126000.0,0.01978,,0.8039861136262137,912486000.0,682838000.0,1358094000.0,523726000.0,639931000.0,1371000.0,446567700.0,0.0440936936728969
オハラ,5218,ガラス・土石製品,スタンダード（内国株式）,JP,2025-10-31,神奈川県,26819907584.0,0.53016126,13.763703,15.89758,19.73679733463179,0.35189998,0.021551725,71.08,82.1,64.35999885743104,28895673000.0,1794267000.0,0.02836,1730799000.0,0.05987,0.03571,0.7764380568896823,14537598000.0,9977907000.0,40259830000.0,5599607000.0,14361720000.0,7259598000.0,30803950600.0,1.14854797703989
住友大阪セメント,5232,ガラス・土石製品,プライム（内国株式）,JP,2025-03-31,東京都,134729637888.0,0.70689255,8.920552,10.245843,8.071154046245287,0.2893,0.027478818,414.9,476.54,447.8422464811144,219465000000.0,9352000000.0,0.07537,9008000000.0,0.03944,0.04538,0.5413011395664379,159372000000.0,83742000000.0,104143000000.0,83333000000.0,16554000000.0,39372000000.0,-27668600000.0,-0.2053638711847556
太平洋セメント,5233,ガラス・土石製品,プライム（内国株式）,JP,2025-03-31,東京都,523744837632.0,0.8214068,8.039565,10.193764,9.051167149276107,0.19530001,0.018660584,460.87,584.36,371.08989100129526,896295000000.0,77749000000.0,0.112440005,57428000000.0,0.02575,0.03717,0.4507067876195393,747571000000.0,388354000000.0,405731000000.0,410834000000.0,74987000000.0,135374000000.0,-247078200000.0,-0.4717530030789632
ノザワ,5237,ガラス・土石製品,スタンダード（内国株式）,JP,2025-03-31,兵庫県,13088035840.0,0.6025719,,12.563323,12.104910862398992,0.45029998,0.036166366,88.83,,76.3186390025624,21954062000.0,1680093000.0,0.08967,1156714000.0,0.039809998,0.041339997,0.6833935232222698,9574133000.0,4897735000.0,14929249000.0,10832000.0,6754848000.0,3614424000.0,7885212800.0,0.6024748783084017
ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,5240,情報・通信業,グロース（内国株式）,JP,2024-12-31,兵庫県,2869963264.0,2.0736775,35.454544,,-21.113922066028216,0.0,0.0,-25.3,6.6,-19.79736397116629,1429196000.0,-281826000.0,-0.61084,-585573000.0,-0.30782,-0.23131001,0.8320886687528397,314868000.0,263912000.0,1799109000.0,70207000.0,1301947000.0,,1484241000.0,0.5171637625533035
アイズ,5242,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,1118260480.0,1.7839636,,,66.91613929963953,0.0,0.0,-1.85,,25.38998839117356,1036268000.0,32315000.0,-0.17142999,27018000.0,-0.030050002,-0.04535,0.697676935020785,287778000.0,271796000.0,822722000.0,,620487000.0,,534944000.0,0.4783715507857346
ｎｏｔｅ,5243,情報・通信業,グロース（内国株式）,JP,2024-11-30,東京都,40370798592.0,12.992076,119.41176,227.16176,-21.6375325725636,0.0,0.0,9.83,18.7,-27.49851435253113,3312248000.0,52844000.0,0.117,98939000.0,0.106400006,0.19139,0.4569103227756065,2046987000.0,2046987000.0,3671436000.0,80000000.0,2154912000.0,,1624449000.0,0.0402382181342804
